ranking,title,net_score,verse_count,ref_count,journal_hits,book_hits,commentary_hits,arch_site,manuscript_hits,primary_source_quotes,poor_referencing,wiki_quality,ancient_historian_hits,ante_nicene_hits,mythicist_hits,data_interp_tier,data_interp_split_contribution,data_interp_pending,jesus_seminar_hits,jesus_seminar_mult,jesus_seminar_contribution,mythicist_mult,mythicist_contribution,no_bible_verse,ot_nt_criticism_contribution,supernatural_criticism_contribution,secular_materialist_contribution,literary_analysis_contribution,gnostic_over_emphasis_contribution,confessional_balance_contribution,balanced_debate_contribution,jewish_context_hits,other_religion_hit,balanced_debate_hits,balanced_debate_named,critical_scholar_hits,critical_outside_interp,evangelical_contrast,maps_diagrams_count,has_picture_wide,has_picture_narrow,has_diagram_or_map,is_passion,is_miracle,is_parable,is_location,is_teaching,is_bible_book
117,Parable of the Two Debtors,31,6,22,0,15,4,False,0,21,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
118,Parable of the Wedding Feast,31,7,7,1,2,2,False,0,10,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
119,Sign of Jonah,31,6,6,0,0,0,False,0,9,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,False,False,False,False,True,False,False,False
120,Discourse on Defilement,30,4,5,0,2,0,False,0,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
121,Healing the deaf mute of Decapolis,30,12,7,0,5,1,False,0,6,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,True,0,True,True,False,False,True,False,False,False,False
122,Healing the man blind from birth,30,4,6,0,0,1,False,0,6,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
123,Healing the man with a withered hand,30,4,9,0,0,2,False,0,9,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
124,Jesus walking on water,30,10,29,0,14,4,False,1,11,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,1,False,True,0,True,True,False,False,True,False,False,False,False
125,Messengers from John the Baptist,30,5,9,0,3,1,False,1,6,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
126,Parable of the Friend at Night,30,4,6,0,4,2,False,0,7,False,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,True,False,False,False
127,Parable of the Lost Sheep,30,5,6,0,3,2,False,0,8,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
128,Parable of the Tares,30,13,21,2,5,4,False,0,57,True,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
129,Sanhedrin trial of Jesus,30,29,24,1,8,1,False,0,16,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
130,Agony in the Garden,29,5,27,0,4,1,False,1,12,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
131,Andrew the Apostle,29,3,76,0,5,1,False,1,28,False,False,0,3,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
132,Jesus at Herod's court,29,4,16,0,11,0,False,0,7,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
133,Jesus's interactions with women,29,25,94,1,7,6,False,0,70,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,4,True,0,0,0,False,True,0,True,True,False,False,False,False,False,False,False
134,Miraculous catch of fish,29,5,26,0,19,2,False,0,17,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,True,0,True,True,False,False,True,False,False,False,False
135,Parable of the Mustard Seed,29,7,15,0,7,2,False,0,21,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,2,True,0,0,0,False,True,0,True,True,False,False,False,True,False,False,False
136,Parable of the Unjust Judge,29,2,13,0,4,2,False,0,11,False,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,6,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
137,Raising of Lazarus,29,5,104,0,20,3,True,1,64,True,False,0,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
138,Simon the Zealot,29,7,24,1,6,0,False,1,14,False,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
139,The Birds of the Air,29,5,6,0,4,0,False,0,8,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
140,The Garden Tomb,29,4,72,6,8,0,True,0,28,True,False,1,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,False,False,False
141,The gospel,29,5,36,1,9,0,True,0,16,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
142,Commissioning of the Twelve Apostles,28,5,7,0,2,1,False,0,5,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
143,Counting the cost,28,5,10,0,2,3,False,0,7,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
144,Good Shepherd,28,18,19,0,1,2,True,0,13,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
145,Great Commandment,28,8,12,0,0,3,False,0,21,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
146,Malchus,28,6,3,0,1,0,False,0,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
147,Matthew the Apostle,28,10,61,1,6,1,False,0,20,False,False,0,4,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,-3,0,1,True,0,0,1,True,False,0,True,True,False,False,False,False,True,False,False
148,Parable of the Two Sons,28,2,1,0,0,1,False,0,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,6,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
149,Road to Emmaus appearance,28,11,36,0,1,0,False,1,22,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,True,0,True,True,False,False,False,False,False,False,False
150,Woes of the Pharisees,28,4,3,0,1,0,False,0,0,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
151,Beheading of John the Baptist,27,19,30,0,2,3,True,0,17,True,False,1,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
152,Blind man of Bethsaida,27,4,8,0,2,1,False,0,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
153,Caesarea Maritima,27,0,123,12,26,1,True,1,39,True,False,1,2,0,clear_split,10,False,0,1.0,0,1.0,0,True,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
154,Caesarea Philippi,27,2,85,4,5,0,True,0,22,True,False,1,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
155,Caesarea Phillippi,27,2,85,4,5,0,True,0,22,True,False,1,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
156,Finding in the Temple,27,2,12,0,2,3,False,0,17,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,4,-2,0,0,2,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
157,Gethsemane,27,7,25,1,6,0,True,0,18,False,False,0,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
158,Healing the paralytic at Capernaum,27,3,10,0,1,3,False,0,11,False,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
159,James the Less,27,6,12,0,0,2,False,0,14,False,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,True,0,True,True,False,False,False,False,True,False,False
160,Kiss of Judas,27,6,16,2,3,2,False,0,16,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
161,Martha,27,11,33,0,4,3,True,1,30,False,False,0,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
162,Mocking of Jesus,27,24,19,0,2,4,False,0,32,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
163,Parable of the Great Banquet,27,3,18,1,8,4,False,0,15,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
164,Parable of the Strong Man,27,5,12,0,8,4,False,0,6,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,True,False,False,False
165,Parable of the Wise and the Foolish Builders,27,6,6,0,2,1,False,0,10,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,True,False
166,Sea of Galilee,27,12,62,6,8,0,True,0,40,True,False,1,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,2,True,True,True,False,False,False,False,False,False
167,Sermon on the Plain,27,4,2,0,2,1,False,1,1,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,6,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
168,Zacchaeus,27,4,7,0,0,1,False,0,2,True,False,0,2,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
169,Calling of Matthew,26,3,10,0,3,3,False,0,11,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
170,Cursing of the fig tree,26,8,26,0,0,0,False,0,5,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,2,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
171,Ecce homo,26,3,46,0,0,0,True,1,34,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
172,Flight into Egypt,26,24,48,0,11,4,True,0,27,True,False,1,0,0,clear_split,10,False,1,0.5,-3,1.0,0,False,0,0,0,0,-2,0,0,2,True,0,0,0,False,True,0,True,True,False,False,False,False,False,False,False
173,Galilee,26,3,54,7,14,0,True,0,27,True,False,1,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,5,True,0,0,0,False,False,2,True,True,True,False,False,False,False,False,False
174,Great Commission,26,6,5,0,0,0,False,0,7,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
175,Healing a man with dropsy,26,1,4,0,1,2,False,1,4,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
176,Healing the two blind men in Galilee,26,2,5,0,2,2,False,0,3,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,4,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
177,Jesus wept,26,2,10,0,1,0,False,1,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
178,Light of the World,26,11,12,0,8,0,False,0,8,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
179,Outer darkness,26,4,4,0,1,0,False,0,8,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,True,False
180,Parable of the Unforgiving Servant,26,3,7,0,3,3,False,0,4,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
181,Parables of Jesus,26,36,120,0,3,1,False,1,18,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,True,False,True,False
182,Philip the Apostle,26,7,25,0,3,0,True,0,6,True,False,0,2,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
183,Restoration of Peter,26,9,19,0,5,1,False,0,20,False,False,1,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,False,False,False,False
184,Samaritan woman at the well,26,7,27,0,1,0,False,0,24,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
185,That they all may be one,26,2,2,0,0,0,False,1,1,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
186,The Mote and the Beam,26,5,6,0,3,1,False,0,5,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,True,False
187,"Joanna, wife of Chuza",25,6,20,1,6,0,True,0,13,True,False,0,0,0,unclassifiable,0,True,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,True,0,True,True,False,False,False,False,True,False,False
188,Jude Thaddeus the Apostle,25,10,64,0,9,3,True,1,26,True,False,0,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
189,Lamp under a bushel,25,7,10,0,5,2,False,0,16,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,True,False
190,Parable of the Budding Fig Tree,25,4,2,0,0,0,False,0,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,True,False,False,False
191,Teachings of Jesus,25,57,119,0,106,11,True,0,26,False,False,1,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,1,True,True,True,False,False,False,False,False,False
192,The Sheep and the Goats,25,4,11,0,1,2,False,0,13,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
193,The Three Marys,25,11,25,1,13,0,False,1,3,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,-2,-2,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,True,False,False,True,False,False
194,Bartholomew the Apostle,24,3,51,0,4,2,False,1,19,True,False,0,1,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
195,Eye of a needle,24,4,17,0,8,0,False,0,16,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,-3,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
196,Herodians,24,5,10,0,2,2,False,1,11,False,False,1,1,0,muddled,-5,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,3,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
197,Mara bar Serapion on Jesus,24,1,12,0,10,0,True,1,9,True,False,4,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,False,False,False,False
198,Marriage at Cana,24,9,53,3,17,2,True,0,28,True,False,0,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,1,True,True,True,False,False,False,False,False,False
199,"Mary, mother of James",24,4,10,0,1,0,True,0,4,False,False,0,0,0,unclassifiable,0,True,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
200,Mount Tabor,24,2,15,0,0,0,True,1,4,True,False,1,1,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,1,True,True,True,False,False,False,True,False,False
201,Parable of the Leaven,24,3,12,0,6,4,False,0,9,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,True,False,False,False
202,Parable of the Pearl,24,3,13,0,5,4,False,0,13,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
203,Arrest of Jesus,23,4,10,0,5,2,False,0,5,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,4,0,0,0,1,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
204,Biblical Magi,23,19,105,2,16,2,True,1,78,True,False,0,1,0,one_sided,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
205,Chorazin,23,2,16,2,7,1,True,0,2,True,False,0,0,0,one_sided,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
206,Confession of Peter,23,23,21,0,16,4,False,0,17,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
207,Denial of Peter,23,12,34,0,5,1,False,1,31,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,-1,0,0,True,0,0,1,False,False,0,True,True,False,True,False,False,False,False,False
208,Healing the paralytic at Bethesda,23,8,7,0,2,0,True,1,5,True,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
209,Khirbat Karraza,23,2,16,2,7,1,True,0,2,True,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
210,Raising of the son of the widow of Nain,23,2,6,0,1,1,False,0,7,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
211,Seventy disciples,23,7,13,0,2,1,False,1,13,False,False,1,2,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
212,City upon a Hill,22,1,23,1,5,0,False,1,26,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
213,Gospel harmony,22,0,43,0,29,1,False,1,6,False,False,3,1,0,clear_split,10,False,0,1.0,0,1.0,0,True,0,0,0,6,0,0,0,2,True,0,0,0,False,False,0,True,True,False,False,False,False,False,False,True
214,Jerusalem,22,0,437,6,70,1,True,1,252,True,False,1,0,0,clear_split,10,False,0,1.0,0,1.0,0,True,-3,0,0,0,0,0,0,7,True,0,0,0,False,False,2,True,True,True,False,False,False,True,False,False
215,Jesus' authority questioned,22,4,4,0,2,1,False,0,6,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
216,Miracles of Jesus,22,38,87,1,38,1,False,1,22,False,False,1,1,0,clear_split,10,False,1,0.5,-3,1.0,0,False,0,-6,-6,4,-2,0,0,2,True,0,0,2,False,True,0,True,True,False,False,True,False,False,False,False
217,Parable of the barren fig tree,22,5,9,0,2,1,False,0,6,True,False,0,0,0,clear_split,10,False,1,2.0,-8,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
218,Parable of the Hidden Treasure,22,2,11,0,6,5,False,0,13,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
219,James the Great,21,3,39,0,1,1,False,1,19,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,True,0,True,True,False,False,False,False,True,False,False
220,"James, son of Alphaeus",21,25,32,0,3,3,False,1,19,False,False,0,1,0,unclassifiable,0,True,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,True,0,True,True,False,False,False,False,True,False,False
221,"Jude, brother of Jesus",21,4,20,0,5,2,False,0,9,False,False,0,2,0,unclassifiable,0,True,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
222,Nathanael (follower of Jesus),21,2,13,1,0,0,False,0,6,True,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
223,Parable of the Growing Seed,21,2,8,0,5,1,False,0,7,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
224,Parable of the Lost Coin,21,1,5,0,4,2,False,0,4,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
225,Parable of the Master and Servant,21,2,6,0,4,1,False,0,8,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,True,0,0,0,False,False,0,True,True,False,False,False,True,False,False,False
226,Pool of Bethesda,21,1,29,0,2,1,True,1,4,True,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,True,0,0,0,False,False,1,True,True,True,False,False,False,True,False,False
227,Triumphal entry into Jerusalem,21,44,60,1,2,2,False,0,41,True,False,1,0,0,clear_split,10,False,2,0.5,-5,1.0,0,False,0,-2,-2,0,0,-3,0,2,False,0,0,7,True,True,0,True,True,False,True,False,False,False,False,False
228,Doubting Thomas,20,1,27,0,0,0,False,1,13,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,2,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
229,Ephraim in the wilderness,20,4,1,0,0,0,False,0,2,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,2,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
230,Healing the royal official's son,20,4,6,0,6,2,False,0,5,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
231,Salt and light,20,6,4,0,2,0,False,0,3,False,False,0,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,False,False,False,False,True,False
232,Women at the crucifixion,20,8,4,0,2,0,False,0,5,False,False,0,0,0,one_sided,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,0,False,0,0,0,False,False,0,True,True,False,True,False,False,False,False,False
233,Bethphage,19,1,12,0,3,0,True,1,2,True,False,0,1,0,one_sided,0,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,False,False,True,False,False
234,Cleansing ten lepers,19,1,6,0,3,2,False,0,2,False,False,0,0,0,clear_split,10,False,0,1.0,0,1.0,0,False,0,0,0,0,0,0,0,1,False,0,0,0,False,False,0,True,True,False,False,True,False,False,False,False
235,Flight to Egypt,19,24,48,0,11,4,True,0,27,True,False,1,0,0,unclassifiable,0,False,0,1.0,0,1.0,0,False,0,0,0,0,-2,0,0,2,True,0,0,0,False,False,0,True,True,False,False,False,False,False,False,False
